victory,player_back_hero,player_back_level,player_back_items,player_back_meta,player_front_hero,player_front_level,player_front_items,player_front_meta,player_right_hero,player_right_level,player_right_items,player_right_meta,player_left_hero,player_left_level,player_left_items,player_left_meta,enemy_back_hero,enemy_back_level,enemy_back_items,enemy_back_meta,enemy_front_hero,enemy_front_level,enemy_front_items,enemy_front_meta,enemy_right_hero,enemy_right_level,enemy_right_items,enemy_right_meta,enemy_left_hero,enemy_left_level,enemy_left_items,enemy_left_meta,partyTimestamp,season,json,difficulty
TRUE,lich,3,6@8@22,,cyclops,3,23@12,,sharkmancer,2,13,,champ,3,111@125@56,,oni,3,23@11@10,,ronin,3,8@1@82,,ronin,3,5@82@117,,wukong,2,82@11@86,,1747005529289,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""6"",""8"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""23"",""12""],""meta"":{}},""right"":{""xp"":4,""skin"":0,""id"":""sharkmancer"",""level"":2,""items"":[""13""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""champ"",""level"":3,""items"":[""111"",""125"",""56""],""meta"":{}},""meta"":{""rerollSpent"":21,""rerollTimes"":14,""leftoverGold"":9,""leftoverItems"":[]},""timestamp"":1747005513835},""enemyParty"":{""back"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""23"",""11"",""10""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""8"",""1"",""82""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""5"",""82"",""117""],""meta"":{}},""left"":{""xp"":3,""skin"":0,""id"":""wukong"",""level"":2,""items"":[""82"",""11"",""86""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":5,""leftoverGold"":8,""leftoverItems"":[]},""playerId"":""76561198795969094""},""result"":true}",1
TRUE,lich,3,20@21@7,,cyclops,3,3@2@13,,medusa,3,8,,champ,3,151@125@123,,medusa,3,116@19@152,,biomancer,3,15@31@59,"bioMut,2:0@bioRegion,4:1",huntress,3,63@11@8,,cyclops,3,82@24@54,,1747005985743,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""20"",""21"",""7""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""3"",""2"",""13""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""8""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""champ"",""level"":3,""items"":[""151"",""125"",""123""],""meta"":{}},""meta"":{""rerollSpent"":17,""rerollTimes"":13,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1747005965548},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""82"",""24"",""54""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":7,""leftoverGold"":4,""leftoverItems"":[13,9]},""back"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""116"",""19"",""152""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""15"",""31"",""59""],""meta"":{""bioMut"":2,""bioRegion"":4}},""right"":{""xp"":0,""skin"":0,""id"":""huntress"",""level"":3,""items"":[""63"",""11"",""8""],""meta"":{}},""timestamp"":1746846155733,""playerId"":""76561197988705682""},""result"":true}",1
FALSE,lich,3,5@54@82,,cyclops,3,11@3,,coolboy,3,8@8@37,,captain,3,126@110,,coolboy,1,124,,berserker,3,18@125@59,,berserker,3,125@86@18,,coolboy,2,123@34@34,,1747006457262,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""5"",""54"",""82""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""11"",""3""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""coolboy"",""level"":3,""items"":[""8"",""8"",""37""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""captain"",""level"":3,""items"":[""126"",""110""],""meta"":{}},""meta"":{""rerollSpent"":20,""rerollTimes"":13,""leftoverGold"":5,""leftoverItems"":[]},""timestamp"":1747006441007},""enemyParty"":{""back"":{""xp"":2,""skin"":0,""id"":""coolboy"",""level"":1,""items"":[""124""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""18"",""125"",""59""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""125"",""86"",""18""],""meta"":{}},""left"":{""xp"":1,""skin"":0,""id"":""coolboy"",""level"":2,""items"":[""123"",""34"",""34""],""meta"":{}},""meta"":{""rerollSpent"":22,""rerollTimes"":13,""leftoverGold"":4,""leftoverItems"":[]},""playerId"":""76561198895082975""},""result"":false}",1
FALSE,berserker,3,151@125@54,,cyclops,3,117@12@2,,archer,3,30@58@123,,druid,3,31@18@18,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1747007242528,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""125"",""54""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""117"",""12"",""2""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""30"",""58"",""123""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""31"",""18"",""18""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1747007217107},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
FALSE,berserker,3,151@2@21,,oni,3,54@3@18,,archer,3,7@59@56,,druid,3,11@151@61,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1747006672762,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""2"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""oni"",""level"":3,""items"":[""54"",""3"",""18""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""7"",""59"",""56""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""11"",""151"",""61""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":0,""leftoverItems"":[119,58,122]},""timestamp"":1747006648267},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
TRUE,berserker,3,151@62@86,,cyclops,3,117@79@54,,coolboy,3,8@12@22,,medusa,3,123@56@119,,cleric,3,24@114@86,,rogue,3,13@12@125,,biomancer,3,22@21,"bioMut,1:0@bioRegion,0:1",biomancer,2,,"bioMut,0:0@bioRegion,0:1",1747007719908,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""62"",""86""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""117"",""79"",""54""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""coolboy"",""level"":3,""items"":[""8"",""12"",""22""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""medusa"",""level"":3,""items"":[""123"",""56"",""119""],""meta"":{}},""meta"":{""rerollSpent"":7,""rerollTimes"":6,""leftoverGold"":3,""leftoverItems"":[]},""timestamp"":1747007707447},""enemyParty"":{""left"":{""xp"":2,""skin"":0,""id"":""biomancer"",""level"":2,""items"":[],""meta"":{""bioMut"":0,""bioRegion"":0}},""meta"":{""rerollSpent"":20,""rerollTimes"":14,""leftoverGold"":2,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""24"",""114"",""86""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""13"",""12"",""125""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""22"",""21""],""meta"":{""bioMut"":1,""bioRegion"":0}},""timestamp"":1746736453366,""playerId"":""76561198079717168""},""result"":true}",1
TRUE,slayer,3,8@63,,berserker,3,60@80@11,,berserker,3,6@31@151,,knight,2,13@17@86,,plaguedoctor,3,110@21@152,,deepcultist,3,12@13@124,,bard,3,20@60@61,,viking,3,110@115,,1747011672619,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""slayer"",""level"":3,""items"":[""8"",""63""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""60"",""80"",""11""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""6"",""31"",""151""],""meta"":{}},""left"":{""xp"":2,""skin"":0,""id"":""knight"",""level"":2,""items"":[""13"",""17"",""86""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[]}},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""110"",""115""],""meta"":{}},""meta"":{""rerollSpent"":15,""rerollTimes"":12,""leftoverGold"":3,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[""110"",""21"",""152""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""12"",""13"",""124""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""bard"",""level"":3,""items"":[""20"",""60"",""61""],""meta"":{}},""timestamp"":1746876750798,""playerId"":""76561199176860952""},""result"":true}",1
TRUE,sharkmancer,3,18@3@34,,wukong,3,17@2@30,,biomancer,3,,"bioMut,1:0@bioRegion,0:1",oni,3,61@13,,medusa,3,126@3@35,,cyclops,3,114@12@59,,siren,3,6@15@37,,plaguedoctor,3,10@62,,1747013383447,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""18"",""3"",""34""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""17"",""2"",""30""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[],""meta"":{""bioMut"":1,""bioRegion"":0}},""left"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""61"",""13""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1747013364692},""enemyParty"":{""back"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""126"",""3"",""35""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""114"",""12"",""59""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""siren"",""level"":3,""items"":[""6"",""15"",""37""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[""10"",""62""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":9,""leftoverGold"":1,""leftoverItems"":[]},""playerId"":""76561198042308561""},""result"":true}",1
TRUE,sharkmancer,3,3@110,,berserker,3,2@32@30,,oni,2,13@152,,druid,3,110@13@13,,frostwitch,3,63@112@22,,viking,3,82@16@12,,coolboy,3,60@151@3,,coolboy,3,,,1747014086845,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""3"",""110""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""2"",""32"",""30""],""meta"":{}},""right"":{""xp"":4,""skin"":0,""id"":""oni"",""level"":2,""items"":[""13"",""152""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":3,""items"":[""110"",""13"",""13""],""meta"":{}},""meta"":{""rerollSpent"":13,""rerollTimes"":10,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1747014072174},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""coolboy"",""level"":3,""items"":[],""meta"":{}},""meta"":{""rerollSpent"":21,""rerollTimes"":14,""leftoverGold"":2,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""frostwitch"",""level"":3,""items"":[""63"",""112"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""82"",""16"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""coolboy"",""level"":3,""items"":[""60"",""151"",""3""],""meta"":{}},""timestamp"":1746751843913,""playerId"":""76561198301819684""},""result"":true}",1
TRUE,lich,3,22@63@82,,berserker,3,2@86@31,,huntress,2,123,,deepcultist,3,18@13@61,,cleric,2,20@3@21,,paladin,3,24@123@115,,cupid,3,63@62@32,,medusa,3,5@110@60,,1747014987505,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""22"",""63"",""82""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""2"",""86"",""31""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""huntress"",""level"":2,""items"":[""123""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""18"",""13"",""61""],""meta"":{}},""meta"":{""rerollSpent"":15,""rerollTimes"":11,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1747014970997},""enemyParty"":{""back"":{""xp"":2,""skin"":0,""id"":""cleric"",""level"":2,""items"":[""20"",""3"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""24"",""123"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""63"",""62"",""32""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""5"",""110"",""60""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":12,""leftoverItems"":[]},""playerId"":""76561198190129321""},""result"":true}",2
TRUE,druid,3,61@123@18,,oni,3,111@17@16,,wukong,3,125@10@34,,biomancer,3,123@3,"bioMut,1:0@bioRegion,3:1",cleric,3,21@8@22,,rogue,3,11@151@12,,druid,2,17,,biomancer,3,13@60@13,"bioMut,3:0@bioRegion,0:1",1747044444700,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":3,""items"":[""61"",""123"",""18""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""111"",""17"",""16""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""125"",""10"",""34""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""123"",""3""],""meta"":{""bioMut"":1,""bioRegion"":3}},""meta"":{""rerollSpent"":16,""rerollTimes"":12,""leftoverGold"":0,""leftoverItems"":[]}},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""13"",""60"",""13""],""meta"":{""bioMut"":3,""bioRegion"":0}},""meta"":{""rerollSpent"":19,""rerollTimes"":13,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""21"",""8"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""151"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":2,""items"":[""17""],""meta"":{}},""timestamp"":1746674223903,""playerId"":""76561198079717168""},""result"":true}",1
TRUE,sharkmancer,3,31@6@2,,ronin,3,151@30@111,,deepcultist,3,13@1@61,,paladin,3,153@24,,rogue,3,117@9@13,,oni,3,115@15@7,,wukong,3,123@5@30,,ronin,3,58@153@119,,1747049596349,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""31"",""6"",""2""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""151"",""30"",""111""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""13"",""1"",""61""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""153"",""24""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1747049559368},""enemyParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""117"",""9"",""13""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""115"",""15"",""7""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""123"",""5"",""30""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""58"",""153"",""119""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":7,""leftoverGold"":12,""leftoverItems"":[]},""playerId"":""76561198013257090""},""result"":true}",1
TRUE,rogue,3,10@11@115,,slayer,3,153@21@5,,berserker,3,61@32@16,,bard,3,20@53@110,,sharkmancer,1,61,,wukong,3,10@1@1,,ronin,3,61@13@152,,lich,2,112@114,,1747052915069,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""10"",""11"",""115""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""slayer"",""level"":3,""items"":[""153"",""21"",""5""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""61"",""32"",""16""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""bard"",""level"":3,""items"":[""20"",""53"",""110""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":9,""leftoverGold"":5,""leftoverItems"":[]}},""enemyParty"":{""back"":{""xp"":3,""skin"":0,""id"":""sharkmancer"",""level"":1,""items"":[""61""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""10"",""1"",""1""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""61"",""13"",""152""],""meta"":{}},""left"":{""xp"":4,""skin"":0,""id"":""lich"",""level"":2,""items"":[""112"",""114""],""meta"":{}},""meta"":{""rerollSpent"":3,""rerollTimes"":2,""leftoverGold"":19,""leftoverItems"":[]}},""result"":true}",1
TRUE,plaguedoctor,3,56@126@152,,lich,3,20@81@22,,deepcultist,3,12@63@18,,sharkmancer,2,34@5,,druid,1,20,,druid,3,8@2@86,,ronin,3,10@12@10,,biomancer,3,53@22@21,"bioMut,1:0@bioRegion,0:1",1747053463598,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[""56"",""126"",""152""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""20"",""81"",""22""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""12"",""63"",""18""],""meta"":{}},""left"":{""xp"":1,""skin"":0,""id"":""sharkmancer"",""level"":2,""items"":[""34"",""5""],""meta"":{}},""meta"":{""rerollSpent"":13,""rerollTimes"":9,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1747053440771},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""53"",""22"",""21""],""meta"":{""bioMut"":1,""bioRegion"":0}},""meta"":{""rerollSpent"":15,""rerollTimes"":12,""leftoverGold"":0,""leftoverItems"":[20,35]},""back"":{""xp"":3,""skin"":1,""id"":""druid"",""level"":1,""items"":[""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""8"",""2"",""86""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""10"",""12"",""10""],""meta"":{}},""timestamp"":1746964745968,""playerId"":""76561198244171622""},""result"":true}",1
TRUE,rogue,3,11@16@59,,deepcultist,3,2@22@79,,ronin,3,58@16@56,,wukong,3,5@6@8,,huntress,3,152@18@115,,thesun,3,125@61@32,,lich,3,62@6@22,,plaguedoctor,3,152@8@18,,1747061349370,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""16"",""59""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""2"",""22"",""79""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""58"",""16"",""56""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""5"",""6"",""8""],""meta"":{}},""meta"":{""rerollSpent"":8,""rerollTimes"":8,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1747061327109},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""plaguedoctor"",""level"":3,""items"":[""152"",""8"",""18""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":1,""id"":""huntress"",""level"":3,""items"":[""152"",""18"",""115""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""thesun"",""level"":3,""items"":[""125"",""61"",""32""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""62"",""6"",""22""],""meta"":{}},""timestamp"":1746807550344,""playerId"":""76561198045112884""},""result"":true}",1
FALSE,rogue,3,11@6@59,,deepcultist,3,24@7@22,,ronin,3,112@3@6,,wukong,3,18@5@20,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1747061774763,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""6"",""59""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""24"",""7"",""22""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""112"",""3"",""6""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""18"",""5"",""20""],""meta"":{}},""meta"":{""rerollSpent"":8,""rerollTimes"":7,""leftoverGold"":5,""leftoverItems"":[]},""timestamp"":1747061636447},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
FALSE,rogue,3,153@59@12,,deepcultist,3,23@53@53,,ronin,3,5@59,,wukong,3,30@2,,berserker,3,151@115@1,,oni,3,124@1@16,,druid,3,12@61@117,,imp,3,8@152@6,,1747062130528,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""153"",""59"",""12""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""23"",""53"",""53""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""5"",""59""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""30"",""2""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":10,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1747062106645},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""8"",""152"",""6""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[5]},""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""115"",""1""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""oni"",""level"":3,""items"":[""124"",""1"",""16""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""12"",""61"",""117""],""meta"":{}},""timestamp"":1747006114609,""playerId"":""76561198039229388""},""result"":false}",2
